,height,weight,duration,calorie,Height_meters,calculated_IMC
4123,169.0,74.0,13.0,76.0,1.69,25.909456951787405
4124,176.0,72.0,4.0,15.0,1.76,23.243801652892564
4125,183.0,90.0,5.0,14.0,1.83,26.874496103198062
4126,168.0,62.0,27.0,200.0,1.68,21.9671201814059
4127,163.0,64.0,16.0,87.0,1.63,24.088223117166624
4128,141.0,45.0,27.0,189.0,1.41,22.634676324128566
4129,173.0,64.0,26.0,151.0,1.73,21.383941996057334
4130,180.0,77.0,7.0,26.0,1.8,23.76543209876543
4131,164.0,65.0,30.0,153.0,1.64,24.167162403331353
4132,182.0,88.0,14.0,78.0,1.82,26.56683975365294
4133,183.0,85.0,15.0,103.0,1.83,25.381468541909282
4134,180.0,78.0,6.0,18.0,1.8,24.074074074074073
4135,189.0,93.0,24.0,194.0,1.89,26.035105400184765
4136,188.0,86.0,7.0,18.0,1.88,24.332277048438208
4137,156.0,55.0,29.0,191.0,1.56,22.600262984878366
4138,183.0,79.0,13.0,62.0,1.83,23.589835468362743
4139,144.0,50.0,7.0,29.0,1.44,24.112654320987655
4140,166.0,59.0,14.0,68.0,1.66,21.410944984758313
4141,165.0,64.0,22.0,142.0,1.65,23.507805325987146
4142,152.0,54.0,26.0,177.0,1.52,23.372576177285318
4143,150.0,53.0,14.0,76.0,1.5,23.555555555555557
4144,191.0,94.0,9.0,33.0,1.91,25.766837531865903
4145,204.0,113.0,6.0,20.0,2.04,27.153018069973086
4146,190.0,92.0,14.0,54.0,1.9,25.48476454293629
4147,151.0,52.0,16.0,95.0,1.51,22.806017279943863
4148,187.0,87.0,9.0,46.0,1.87,24.879178701135288
4149,181.0,77.0,7.0,33.0,1.81,23.503556057507403
4150,154.0,52.0,22.0,117.0,1.54,21.926125822229718
4151,167.0,70.0,29.0,200.0,1.67,25.099501595611173
4152,182.0,80.0,27.0,205.0,1.82,24.151672503320853
4153,176.0,70.0,25.0,159.0,1.76,22.59814049586777
4154,177.0,69.0,14.0,73.0,1.77,22.024322512687924
4155,187.0,89.0,3.0,12.0,1.87,25.45111384369012
4156,189.0,91.0,23.0,139.0,1.89,25.475210660395845
4157,172.0,74.0,13.0,79.0,1.72,25.013520822065985
4158,189.0,98.0,25.0,212.0,1.89,27.434842249657066
4159,169.0,65.0,2.0,7.0,1.69,22.758306781975424
4160,179.0,82.0,25.0,175.0,1.79,25.592209980961893
4161,167.0,67.0,6.0,23.0,1.67,24.023808670084982
4162,186.0,82.0,2.0,7.0,1.86,23.702162099664697
4163,187.0,94.0,7.0,51.0,1.87,26.88095170007721
4164,175.0,69.0,7.0,32.0,1.75,22.53061224489796
4165,166.0,70.0,14.0,81.0,1.66,25.402816083611555
4166,150.0,57.0,1.0,4.0,1.5,25.333333333333332
4167,149.0,55.0,16.0,86.0,1.49,24.77365884419621
4168,152.0,56.0,26.0,178.0,1.52,24.238227146814403
4169,181.0,90.0,12.0,67.0,1.81,27.471688898385274
4170,171.0,65.0,28.0,158.0,1.71,22.229061933586404
4171,175.0,72.0,28.0,183.0,1.75,23.510204081632654
4172,177.0,83.0,20.0,92.0,1.77,26.493025631204315
4173,181.0,81.0,28.0,165.0,1.81,24.724520008546747
4174,150.0,57.0,18.0,107.0,1.5,25.333333333333332
4175,160.0,57.0,13.0,73.0,1.6,22.265624999999996
4176,163.0,65.0,7.0,28.0,1.63,24.46460160337235
4177,180.0,73.0,24.0,126.0,1.8,22.530864197530864
4178,180.0,86.0,12.0,64.0,1.8,26.54320987654321
4179,176.0,82.0,5.0,20.0,1.76,26.47210743801653
4180,172.0,70.0,18.0,103.0,1.72,23.661438615467823
4181,179.0,77.0,7.0,21.0,1.79,24.031709372366656
4182,180.0,80.0,13.0,58.0,1.8,24.691358024691358
4183,185.0,85.0,14.0,73.0,1.85,24.835646457268076
4184,161.0,59.0,5.0,17.0,1.61,22.76146753597469
4185,187.0,86.0,17.0,67.0,1.87,24.59321112985787
4186,205.0,103.0,21.0,137.0,2.05,24.50922070196312
4187,162.0,67.0,23.0,143.0,1.62,25.529644871208653
4188,179.0,81.0,13.0,54.0,1.79,25.280109859242845
4189,170.0,67.0,3.0,12.0,1.7,23.18339100346021
4190,187.0,94.0,25.0,158.0,1.87,26.88095170007721
4191,199.0,109.0,1.0,4.0,1.99,27.524557460670184
4192,189.0,95.0,12.0,62.0,1.89,26.595000139973685
4193,178.0,80.0,25.0,192.0,1.78,25.24933720489837
4194,154.0,53.0,12.0,60.0,1.54,22.34778208804183
4195,167.0,66.0,28.0,192.0,1.67,23.66524436157625
4196,153.0,53.0,24.0,157.0,1.53,22.64086462471699
4197,186.0,89.0,10.0,47.0,1.86,25.725517400855587
4198,165.0,67.0,4.0,17.0,1.65,24.609733700642796
4199,187.0,98.0,26.0,196.0,1.87,28.024821985186875
4200,123.0,40.0,9.0,55.0,1.23,26.439288783131737
4201,156.0,51.0,22.0,120.0,1.56,20.956607495069033
4202,168.0,71.0,20.0,157.0,1.68,25.15589569160998
4203,174.0,68.0,5.0,21.0,1.74,22.460034350640772
4204,172.0,71.0,10.0,39.0,1.72,23.99945916711736
4205,174.0,72.0,9.0,41.0,1.74,23.781212841854934
4206,204.0,98.0,18.0,90.0,2.04,23.548635140330642
4207,171.0,67.0,3.0,13.0,1.71,22.91303307000445
4208,188.0,93.0,5.0,26.0,1.88,26.312811226799457
4209,198.0,102.0,10.0,34.0,1.98,26.017753290480563
4210,203.0,97.0,8.0,28.0,2.03,23.538547404693155
4211,180.0,84.0,8.0,35.0,1.8,25.925925925925924
4212,174.0,77.0,3.0,6.0,1.74,25.43268595587264
4213,183.0,84.0,12.0,50.0,1.83,25.082863029651524
4214,159.0,61.0,13.0,60.0,1.59,24.128792373719392
4215,172.0,73.0,6.0,18.0,1.72,24.675500270416443
4216,159.0,60.0,12.0,54.0,1.59,23.73323840037973
4217,181.0,81.0,14.0,40.0,1.81,24.724520008546747
4218,173.0,68.0,4.0,10.0,1.73,22.720438370810918
4219,168.0,68.0,18.0,117.0,1.68,24.092970521541954
4220,186.0,84.0,26.0,171.0,1.86,24.280263614290668
4221,162.0,59.0,24.0,176.0,1.62,22.481329065691202
4222,192.0,95.0,17.0,132.0,1.92,25.770399305555557
4223,192.0,102.0,12.0,87.0,1.92,27.669270833333336
4224,153.0,58.0,12.0,63.0,1.53,24.77679524969029
4225,154.0,54.0,9.0,40.0,1.54,22.76943835385394
4226,168.0,67.0,13.0,64.0,1.68,23.738662131519277
4227,183.0,80.0,13.0,52.0,1.83,23.888440980620498
4228,173.0,74.0,9.0,36.0,1.73,24.725182932941294
4229,198.0,96.0,6.0,30.0,1.98,24.487297214569942
4230,178.0,85.0,24.0,158.0,1.78,26.82742078020452
4231,175.0,78.0,25.0,182.0,1.75,25.46938775510204
4232,155.0,55.0,29.0,195.0,1.55,22.892819979188342
4233,168.0,69.0,7.0,32.0,1.68,24.44727891156463
4234,161.0,55.0,29.0,164.0,1.61,21.218317194552675
4235,147.0,50.0,15.0,80.0,1.47,23.138507103521682
4236,178.0,79.0,11.0,28.0,1.78,24.933720489837143
4237,165.0,66.0,8.0,31.0,1.65,24.242424242424246
4238,160.0,59.0,5.0,21.0,1.6,23.046874999999996
4239,172.0,70.0,19.0,106.0,1.72,23.661438615467823
4240,192.0,94.0,14.0,94.0,1.92,25.499131944444446
4241,178.0,78.0,18.0,72.0,1.78,24.61810377477591
4242,189.0,97.0,27.0,153.0,1.89,27.154894879762605
4243,184.0,83.0,28.0,157.0,1.84,24.515595463137995
4244,174.0,76.0,21.0,93.0,1.74,25.102391333069097
4245,188.0,90.0,11.0,57.0,1.88,25.46401086464464
4246,166.0,75.0,3.0,14.0,1.66,27.21730294672667
4247,164.0,62.0,17.0,112.0,1.64,23.051754907792983
4248,163.0,59.0,5.0,24.0,1.63,22.20633068613798
4249,192.0,91.0,14.0,36.0,1.92,24.68532986111111
4250,178.0,79.0,26.0,187.0,1.78,24.933720489837143
4251,170.0,66.0,15.0,84.0,1.7,22.837370242214536
4252,186.0,93.0,29.0,230.0,1.86,26.881720430107524
4253,148.0,52.0,29.0,195.0,1.48,23.739956172388606
4254,193.0,95.0,8.0,27.0,1.93,25.50404037692287
4255,172.0,75.0,8.0,34.0,1.72,25.351541373715524
4256,185.0,88.0,8.0,29.0,1.85,25.712198685171657
4257,190.0,96.0,11.0,63.0,1.9,26.59279778393352
4258,158.0,58.0,24.0,154.0,1.58,23.233456176894723
4259,176.0,77.0,4.0,19.0,1.76,24.857954545454547
4260,198.0,108.0,9.0,48.0,1.98,27.548209366391184
4261,158.0,56.0,25.0,130.0,1.58,22.432302515622492
4262,200.0,98.0,29.0,194.0,2.0,24.5
4263,151.0,60.0,20.0,110.0,1.51,26.314635323012148
4264,192.0,92.0,19.0,109.0,1.92,24.95659722222222
4265,181.0,81.0,9.0,42.0,1.81,24.724520008546747
4266,165.0,62.0,6.0,23.0,1.65,22.77318640955005
4267,152.0,52.0,2.0,10.0,1.52,22.506925207756233
4268,194.0,87.0,9.0,28.0,1.94,23.11616537357849
4269,163.0,61.0,25.0,158.0,1.63,22.95908765854944
4270,194.0,90.0,24.0,192.0,1.94,23.91327452439154
4271,182.0,83.0,20.0,108.0,1.82,25.057360222195385
4272,170.0,71.0,12.0,60.0,1.7,24.56747404844291
4273,173.0,76.0,3.0,12.0,1.73,25.393431120318084
4274,180.0,78.0,14.0,54.0,1.8,24.074074074074073
4275,164.0,65.0,24.0,146.0,1.64,24.167162403331353
4276,207.0,111.0,6.0,28.0,2.07,25.904921935167685
4277,169.0,70.0,22.0,87.0,1.69,24.508945765204302
4278,172.0,65.0,25.0,157.0,1.72,21.971335857220122
4279,169.0,60.0,21.0,111.0,1.69,21.007667798746546
4280,181.0,84.0,16.0,76.0,1.81,25.640242971826257
4281,183.0,92.0,16.0,107.0,1.83,27.471707127713575
4282,176.0,74.0,19.0,110.0,1.76,23.889462809917354
4283,166.0,68.0,27.0,163.0,1.66,24.677021338365513
4284,153.0,55.0,16.0,106.0,1.53,23.49523687470631
4285,185.0,90.0,17.0,90.0,1.85,26.296566837107374
4286,158.0,55.0,20.0,119.0,1.58,22.031725684986377
4287,154.0,60.0,21.0,129.0,1.54,25.2993759487266
4288,171.0,71.0,9.0,38.0,1.71,24.280975342840534
4289,144.0,42.0,24.0,151.0,1.44,20.25462962962963
4290,171.0,65.0,20.0,115.0,1.71,22.229061933586404
4291,186.0,85.0,26.0,167.0,1.86,24.56931437160365
4292,189.0,86.0,22.0,122.0,1.89,24.075473810923548
4293,193.0,94.0,10.0,34.0,1.93,25.235576794007894
4294,173.0,69.0,14.0,70.0,1.73,23.054562464499313
4295,177.0,75.0,2.0,9.0,1.77,23.93948099205209
4296,177.0,81.0,7.0,31.0,1.77,25.854639471416256
4297,150.0,54.0,7.0,30.0,1.5,24.0
4298,152.0,53.0,26.0,166.0,1.52,22.939750692520775
4299,169.0,67.0,23.0,126.0,1.69,23.458562375266975
4300,155.0,57.0,12.0,70.0,1.55,23.725286160249738
4301,158.0,58.0,14.0,65.0,1.58,23.233456176894723
4302,185.0,91.0,12.0,55.0,1.85,26.588750913075234
4303,159.0,60.0,16.0,69.0,1.59,23.73323840037973
4304,175.0,74.0,15.0,77.0,1.75,24.163265306122447
4305,165.0,65.0,24.0,142.0,1.65,23.875114784205696
4306,188.0,84.0,22.0,128.0,1.88,23.766410140334994
4307,173.0,79.0,26.0,168.0,1.73,26.395803401383272
4308,171.0,71.0,30.0,225.0,1.71,24.280975342840534
4309,162.0,63.0,8.0,35.0,1.62,24.005486968449926
4310,164.0,60.0,8.0,31.0,1.64,22.308149910767405
4311,171.0,65.0,2.0,7.0,1.71,22.229061933586404
4312,182.0,89.0,14.0,73.0,1.82,26.86873565994445
4313,168.0,66.0,25.0,169.0,1.68,23.384353741496604
4314,150.0,53.0,3.0,9.0,1.5,23.555555555555557
4315,156.0,62.0,12.0,51.0,1.56,25.476660092044707
4316,181.0,74.0,26.0,152.0,1.81,22.587833094227893
4317,173.0,73.0,20.0,109.0,1.73,24.3910588392529
4318,169.0,70.0,16.0,88.0,1.69,24.508945765204302
4319,169.0,65.0,26.0,154.0,1.69,22.758306781975424
4320,170.0,66.0,3.0,12.0,1.7,22.837370242214536
4321,181.0,72.0,30.0,192.0,1.81,21.97735111870822
4322,184.0,87.0,18.0,104.0,1.84,25.697069943289225
4323,160.0,62.0,4.0,15.0,1.6,24.218749999999996
4324,155.0,60.0,20.0,132.0,1.55,24.97398543184183
4325,152.0,54.0,17.0,81.0,1.52,23.372576177285318
4326,179.0,83.0,4.0,10.0,1.79,25.90431010268094
4327,185.0,76.0,23.0,113.0,1.85,22.205989773557338
4328,166.0,70.0,9.0,29.0,1.66,25.402816083611555
4329,183.0,89.0,5.0,21.0,1.83,26.575890590940304
4330,177.0,78.0,19.0,104.0,1.77,24.897060231734173
4331,195.0,93.0,17.0,112.0,1.95,24.45759368836292
4332,173.0,77.0,11.0,51.0,1.73,25.727555214006482
4333,186.0,87.0,23.0,133.0,1.86,25.14741588622962
4334,189.0,92.0,26.0,214.0,1.89,25.755158030290307
4335,155.0,56.0,27.0,172.0,1.55,23.309053069719038
4336,176.0,76.0,21.0,100.0,1.76,24.535123966942148
4337,170.0,65.0,10.0,52.0,1.7,22.49134948096886
4338,158.0,58.0,11.0,45.0,1.58,23.233456176894723
4339,150.0,54.0,23.0,149.0,1.5,24.0
4340,168.0,63.0,22.0,119.0,1.68,22.321428571428577
4341,184.0,91.0,18.0,119.0,1.84,26.878544423440452
4342,199.0,97.0,11.0,66.0,1.99,24.494330951238602
4343,187.0,85.0,26.0,149.0,1.87,24.307243558580453
4344,167.0,71.0,15.0,81.0,1.67,25.458065904119906
4345,181.0,86.0,4.0,17.0,1.81,26.25072494734593
4346,150.0,53.0,4.0,16.0,1.5,23.555555555555557
4347,206.0,111.0,16.0,91.0,2.06,26.157036478461684
4348,167.0,69.0,16.0,82.0,1.67,24.740937287102444
4349,182.0,87.0,29.0,167.0,1.82,26.26494384736143
4350,138.0,41.0,30.0,228.0,1.38,21.52909052720017
4351,147.0,52.0,13.0,54.0,1.47,24.06404738766255
4352,176.0,78.0,27.0,188.0,1.76,25.180785123966942
4353,160.0,56.0,18.0,121.0,1.6,21.874999999999996
4354,171.0,74.0,1.0,4.0,1.71,25.3069320474676
4355,171.0,72.0,30.0,209.0,1.71,24.622960911049557
4356,168.0,64.0,4.0,18.0,1.68,22.67573696145125
4357,167.0,70.0,14.0,74.0,1.67,25.099501595611173
4358,192.0,94.0,20.0,128.0,1.92,25.499131944444446
4359,194.0,98.0,7.0,23.0,1.94,26.03889892655968
4360,163.0,65.0,14.0,63.0,1.63,24.46460160337235
4361,187.0,87.0,16.0,59.0,1.87,24.879178701135288
4362,185.0,90.0,25.0,183.0,1.85,26.296566837107374
4363,160.0,60.0,24.0,159.0,1.6,23.437499999999996
4364,183.0,85.0,24.0,169.0,1.83,25.381468541909282
4365,163.0,59.0,4.0,15.0,1.63,22.20633068613798
4366,168.0,65.0,10.0,45.0,1.68,23.030045351473927
4367,167.0,64.0,13.0,59.0,1.67,22.948115744558788
4368,175.0,68.0,15.0,88.0,1.75,22.20408163265306
4369,182.0,86.0,4.0,10.0,1.82,25.963047941069917
4370,161.0,57.0,2.0,9.0,1.61,21.98989236526368
4371,173.0,69.0,24.0,139.0,1.73,23.054562464499313
4372,183.0,87.0,27.0,176.0,1.83,25.97867956642479
4373,168.0,69.0,13.0,73.0,1.68,24.44727891156463
4374,193.0,99.0,7.0,36.0,1.93,26.577894708582782
4375,209.0,112.0,4.0,23.0,2.09,25.640438634646646
4376,157.0,59.0,29.0,206.0,1.57,23.93606231490121
4377,161.0,61.0,23.0,143.0,1.61,23.533042706685695
4378,160.0,60.0,1.0,4.0,1.6,23.437499999999996
4379,160.0,58.0,8.0,32.0,1.6,22.656249999999996
4380,175.0,83.0,5.0,23.0,1.75,27.102040816326532
4381,190.0,96.0,4.0,25.0,1.9,26.59279778393352
4382,174.0,65.0,20.0,127.0,1.74,21.469150482230148
4383,185.0,86.0,23.0,142.0,1.85,25.127830533235937
4384,171.0,63.0,28.0,170.0,1.71,21.545090797168363
4385,169.0,66.0,29.0,187.0,1.69,23.1084345786212
4386,181.0,81.0,28.0,179.0,1.81,24.724520008546747
4387,157.0,54.0,10.0,47.0,1.57,21.907582457706194
4388,170.0,73.0,10.0,37.0,1.7,25.25951557093426
4389,185.0,83.0,16.0,90.0,1.85,24.251278305332356
4390,157.0,56.0,26.0,183.0,1.57,22.7189744005842
4391,169.0,67.0,8.0,32.0,1.69,23.458562375266975
4392,184.0,87.0,23.0,156.0,1.84,25.697069943289225
4393,164.0,61.0,4.0,16.0,1.64,22.679952409280194
4394,191.0,94.0,17.0,108.0,1.91,25.766837531865903
4395,179.0,77.0,23.0,157.0,1.79,24.031709372366656
4396,170.0,67.0,22.0,139.0,1.7,23.18339100346021
4397,178.0,83.0,7.0,24.0,1.78,26.19618735008206
4398,175.0,78.0,8.0,31.0,1.75,25.46938775510204
4399,160.0,53.0,15.0,92.0,1.6,20.703124999999996
4400,164.0,66.0,1.0,2.0,1.64,24.538964901844146
4401,189.0,87.0,12.0,64.0,1.89,24.355421180818006
4402,176.0,81.0,8.0,41.0,1.76,26.149276859504134
4403,173.0,72.0,29.0,188.0,1.73,24.0569347455645
4404,132.0,41.0,5.0,20.0,1.32,23.5307621671258
4405,171.0,67.0,18.0,64.0,1.71,22.91303307000445
4406,169.0,65.0,8.0,38.0,1.69,22.758306781975424
4407,203.0,108.0,3.0,15.0,2.03,26.20786721347279
4408,192.0,97.0,27.0,169.0,1.92,26.31293402777778
4409,155.0,53.0,26.0,165.0,1.55,22.060353798126947
4410,174.0,76.0,15.0,53.0,1.74,25.102391333069097
4411,170.0,65.0,5.0,14.0,1.7,22.49134948096886
4412,195.0,102.0,1.0,2.0,1.95,26.824457593688365
4413,165.0,68.0,12.0,58.0,1.65,24.977043158861342
4414,195.0,100.0,8.0,49.0,1.95,26.298487836949377
4415,152.0,52.0,19.0,117.0,1.52,22.506925207756233
4416,178.0,77.0,14.0,49.0,1.78,24.302487059714682
4417,184.0,89.0,22.0,154.0,1.84,26.287807183364837
4418,199.0,96.0,19.0,89.0,1.99,24.24181207545264
4419,164.0,63.0,22.0,124.0,1.64,23.423557406305775
4420,185.0,93.0,5.0,19.0,1.85,27.173119065010955
4421,177.0,71.0,8.0,39.0,1.77,22.66270867247598
4422,160.0,55.0,3.0,10.0,1.6,21.484374999999996
4423,169.0,73.0,15.0,56.0,1.69,25.55932915514163
4424,167.0,63.0,24.0,121.0,1.67,22.589551436050055
4425,181.0,79.0,20.0,102.0,1.81,24.114038033027075
4426,172.0,63.0,1.0,3.0,1.72,21.29529475392104
4427,164.0,61.0,17.0,87.0,1.64,22.679952409280194
4428,159.0,63.0,8.0,41.0,1.59,24.919900320398717
4429,159.0,59.0,29.0,196.0,1.59,23.337684427040067
4430,185.0,88.0,23.0,158.0,1.85,25.712198685171657
4431,176.0,80.0,7.0,34.0,1.76,25.826446280991735
4432,144.0,46.0,22.0,120.0,1.44,22.183641975308642
4433,171.0,75.0,28.0,141.0,1.71,25.64891761567662
4434,169.0,78.0,6.0,30.0,1.69,27.309968138370508
4435,170.0,67.0,14.0,67.0,1.7,23.18339100346021
4436,209.0,120.0,26.0,208.0,2.09,27.471898537121408
4437,156.0,54.0,23.0,151.0,1.56,22.189349112426033
4438,160.0,61.0,13.0,78.0,1.6,23.828124999999996
4439,202.0,103.0,17.0,113.0,2.02,25.24262327222821
4440,161.0,64.0,2.0,8.0,1.61,24.690405462752206
4441,156.0,55.0,14.0,56.0,1.56,22.600262984878366
4442,160.0,59.0,9.0,46.0,1.6,23.046874999999996
4443,169.0,67.0,8.0,34.0,1.69,23.458562375266975
4444,182.0,82.0,8.0,31.0,1.82,24.755464315903875
4445,187.0,81.0,16.0,62.0,1.87,23.163373273470786
4446,178.0,73.0,8.0,34.0,1.78,23.04002019946976
4447,164.0,60.0,11.0,52.0,1.64,22.308149910767405
4448,167.0,63.0,21.0,125.0,1.67,22.589551436050055
4449,157.0,57.0,10.0,50.0,1.57,23.124670372023203
4450,155.0,54.0,17.0,99.0,1.55,22.476586888657646
4451,185.0,78.0,13.0,64.0,1.85,22.79035792549306
4452,164.0,67.0,19.0,83.0,1.64,24.910767400356935
4453,191.0,87.0,3.0,9.0,1.91,23.84803048162057
4454,165.0,60.0,17.0,84.0,1.65,22.03856749311295
4455,159.0,59.0,8.0,41.0,1.59,23.337684427040067
4456,161.0,57.0,27.0,160.0,1.61,21.98989236526368
4457,152.0,50.0,1.0,4.0,1.52,21.641274238227147
4458,183.0,84.0,9.0,51.0,1.83,25.082863029651524
4459,162.0,61.0,12.0,55.0,1.62,23.243408017070564
4460,170.0,72.0,29.0,185.0,1.7,24.913494809688583
4461,187.0,89.0,8.0,26.0,1.87,25.45111384369012
4462,170.0,64.0,24.0,138.0,1.7,22.145328719723185
4463,188.0,85.0,22.0,154.0,1.88,24.049343594386603
4464,148.0,51.0,30.0,206.0,1.48,23.283418553688826
4465,151.0,55.0,24.0,156.0,1.51,24.121749046094468
4466,158.0,54.0,12.0,70.0,1.58,21.63114885435026
4467,181.0,79.0,15.0,88.0,1.81,24.114038033027075
4468,166.0,63.0,13.0,74.0,1.66,22.8625344752504
4469,158.0,60.0,17.0,104.0,1.58,24.034609838166958
4470,160.0,56.0,11.0,41.0,1.6,21.874999999999996
4471,178.0,81.0,8.0,42.0,1.78,25.5649539199596
4472,179.0,80.0,21.0,155.0,1.79,24.968009737523797
4473,167.0,67.0,26.0,166.0,1.67,24.023808670084982
4474,179.0,78.0,15.0,41.0,1.79,24.343809494085704
4475,157.0,54.0,30.0,203.0,1.57,21.907582457706194
4476,176.0,83.0,16.0,90.0,1.76,26.794938016528928
4477,161.0,63.0,1.0,2.0,1.61,24.3046178773967
4478,183.0,83.0,14.0,90.0,1.83,24.78425751739377
4479,196.0,97.0,14.0,58.0,1.96,25.249895876718035
4480,151.0,57.0,21.0,116.0,1.51,24.998903556861542
4481,162.0,66.0,7.0,34.0,1.62,25.14860539551897
4482,191.0,93.0,14.0,65.0,1.91,25.492722238973712
4483,158.0,58.0,24.0,161.0,1.58,23.233456176894723
4484,179.0,77.0,25.0,150.0,1.79,24.031709372366656
4485,193.0,93.0,2.0,8.0,1.93,24.967113211092915
4486,163.0,63.0,27.0,155.0,1.63,23.711844630960897
4487,189.0,90.0,28.0,230.0,1.89,25.195263290501387
4488,161.0,63.0,28.0,195.0,1.61,24.3046178773967
4489,166.0,64.0,25.0,150.0,1.66,23.225431847873423
4490,193.0,100.0,21.0,141.0,1.93,26.846358291497758
4491,177.0,83.0,19.0,136.0,1.77,26.493025631204315
4492,191.0,97.0,14.0,66.0,1.91,26.589183410542475
4493,178.0,76.0,6.0,30.0,1.78,23.98687034465345
4494,158.0,53.0,10.0,47.0,1.58,21.230572023714146
4495,196.0,95.0,23.0,125.0,1.96,24.729279466888798
4496,172.0,72.0,14.0,67.0,1.72,24.337479718766904
4497,177.0,79.0,24.0,153.0,1.77,25.2162533116282
4498,160.0,54.0,25.0,161.0,1.6,21.093749999999996
4499,179.0,79.0,20.0,129.0,1.79,24.65590961580475
4500,180.0,82.0,11.0,38.0,1.8,25.30864197530864
4501,184.0,77.0,10.0,22.0,1.84,22.743383742911153
4502,165.0,59.0,27.0,183.0,1.65,21.6712580348944
4503,169.0,67.0,24.0,105.0,1.69,23.458562375266975
4504,149.0,55.0,2.0,7.0,1.49,24.77365884419621
4505,150.0,51.0,6.0,29.0,1.5,22.666666666666668
4506,155.0,55.0,18.0,89.0,1.55,22.892819979188342
4507,187.0,82.0,15.0,69.0,1.87,23.449340844748203
4508,159.0,57.0,5.0,22.0,1.59,22.54657648036074
4509,185.0,93.0,24.0,183.0,1.85,27.173119065010955
4510,183.0,83.0,11.0,56.0,1.83,24.78425751739377
4511,178.0,77.0,29.0,201.0,1.78,24.302487059714682
4512,164.0,68.0,4.0,8.0,1.64,25.282569898869724
4513,183.0,86.0,15.0,91.0,1.83,25.680074054167036
4514,165.0,63.0,23.0,149.0,1.65,23.140495867768596
4515,170.0,66.0,5.0,17.0,1.7,22.837370242214536
4516,165.0,67.0,6.0,27.0,1.65,24.609733700642796
4517,174.0,67.0,8.0,34.0,1.74,22.12973972783723
4518,158.0,57.0,29.0,214.0,1.58,22.832879346258608
4519,177.0,77.0,9.0,42.0,1.77,24.577867151840145
4520,192.0,96.0,24.0,148.0,1.92,26.041666666666668
4521,153.0,59.0,16.0,92.0,1.53,25.20398137468495
4522,171.0,73.0,22.0,146.0,1.71,24.96494647925858
4523,160.0,57.0,25.0,162.0,1.6,22.265624999999996
4524,183.0,91.0,15.0,112.0,1.83,27.173101615455817
4525,180.0,88.0,15.0,106.0,1.8,27.160493827160494
4526,200.0,102.0,23.0,120.0,2.0,25.5
4527,169.0,70.0,19.0,99.0,1.69,24.508945765204302
4528,166.0,71.0,21.0,111.0,1.66,25.76571345623458
4529,166.0,62.0,6.0,27.0,1.66,22.49963710262738
4530,165.0,58.0,9.0,34.0,1.65,21.30394857667585
4531,188.0,96.0,21.0,96.0,1.88,27.16161158895428
4532,193.0,96.0,21.0,139.0,1.93,25.77250395983785
4533,193.0,94.0,24.0,166.0,1.93,25.235576794007894
4534,179.0,93.0,1.0,5.0,1.79,29.025311319871417
4535,161.0,60.0,4.0,16.0,1.61,23.147255121330193
4536,165.0,60.0,12.0,66.0,1.65,22.03856749311295
4537,178.0,80.0,27.0,167.0,1.78,25.24933720489837
4538,147.0,50.0,8.0,33.0,1.47,23.138507103521682
4539,163.0,64.0,14.0,73.0,1.63,24.088223117166624
4540,160.0,57.0,27.0,180.0,1.6,22.265624999999996
4541,182.0,76.0,1.0,3.0,1.82,22.944088878154812
4542,170.0,78.0,16.0,77.0,1.7,26.989619377162633
4543,177.0,78.0,3.0,9.0,1.77,24.897060231734173
4544,156.0,61.0,9.0,53.0,1.56,25.06574621959237
4545,172.0,79.0,15.0,102.0,1.72,26.703623580313685
4546,179.0,73.0,23.0,134.0,1.79,22.783308885490467
4547,170.0,68.0,21.0,103.0,1.7,23.529411764705884
4548,153.0,54.0,26.0,181.0,1.53,23.06805074971165
4549,189.0,90.0,24.0,166.0,1.89,25.195263290501387
4550,163.0,70.0,24.0,174.0,1.63,26.346494034400994
4551,176.0,70.0,2.0,6.0,1.76,22.59814049586777
4552,168.0,68.0,18.0,95.0,1.68,24.092970521541954
4553,190.0,92.0,19.0,101.0,1.9,25.48476454293629
4554,146.0,45.0,18.0,93.0,1.46,21.110902608369305
4555,161.0,61.0,30.0,184.0,1.61,23.533042706685695
4556,180.0,85.0,23.0,131.0,1.8,26.234567901234566
4557,193.0,97.0,10.0,56.0,1.93,26.040967542752828
4558,150.0,50.0,21.0,133.0,1.5,22.22222222222222
4559,168.0,65.0,15.0,69.0,1.68,23.030045351473927
4560,179.0,83.0,16.0,89.0,1.79,25.90431010268094
4561,160.0,58.0,17.0,82.0,1.6,22.656249999999996
4562,182.0,86.0,25.0,108.0,1.82,25.963047941069917
4563,166.0,64.0,26.0,154.0,1.66,23.225431847873423
4564,175.0,74.0,12.0,57.0,1.75,24.163265306122447
4565,152.0,56.0,25.0,123.0,1.52,24.238227146814403
4566,170.0,72.0,16.0,76.0,1.7,24.913494809688583
4567,180.0,83.0,15.0,63.0,1.8,25.61728395061728
4568,169.0,66.0,24.0,154.0,1.69,23.1084345786212
4569,176.0,78.0,8.0,25.0,1.76,25.180785123966942
4570,182.0,84.0,15.0,57.0,1.82,25.359256128486894
4571,198.0,100.0,16.0,93.0,1.98,25.507601265177023
4572,168.0,74.0,18.0,130.0,1.68,26.218820861678008
4573,159.0,59.0,21.0,116.0,1.59,23.337684427040067
