,age,height,weight,duration,heart_rate,body_temp,calorie,female,male,Height_meters,calculated_IMC
921,57,167.0,65.0,27.0,107.0,41.1,180.0,1,0,1.67,23.306680053067517
922,64,175.0,83.0,4.0,83.0,38.9,17.0,0,1,1.75,27.102040816326532
923,63,179.0,82.0,16.0,86.0,40.2,74.0,0,1,1.79,25.592209980961893
924,57,161.0,61.0,27.0,108.0,40.8,185.0,1,0,1.61,23.533042706685695
925,70,190.0,99.0,18.0,97.0,40.5,125.0,0,1,1.9,27.423822714681442
926,53,155.0,53.0,2.0,85.0,38.0,9.0,1,0,1.55,22.060353798126947
927,50,158.0,58.0,17.0,95.0,40.1,91.0,1,0,1.58,23.233456176894723
928,68,147.0,48.0,8.0,86.0,39.5,39.0,1,0,1.47,22.212966819380814
929,64,169.0,79.0,27.0,96.0,40.5,165.0,0,1,1.69,27.660095935016283
930,31,182.0,87.0,22.0,94.0,40.5,96.0,0,1,1.82,26.26494384736143
931,33,171.0,74.0,7.0,95.0,39.4,34.0,1,0,1.71,25.3069320474676
932,76,154.0,56.0,22.0,98.0,40.6,136.0,1,0,1.54,23.61275088547816
933,25,183.0,77.0,7.0,100.0,39.3,36.0,1,0,1.83,22.99262444384723
934,55,155.0,55.0,9.0,88.0,40.0,43.0,1,0,1.55,22.892819979188342
935,27,189.0,93.0,16.0,95.0,40.3,71.0,0,1,1.89,26.035105400184765
936,42,165.0,63.0,8.0,94.0,39.5,40.0,1,0,1.65,23.140495867768596
937,54,159.0,54.0,24.0,107.0,40.6,163.0,1,0,1.59,21.359914560341757
938,68,164.0,63.0,26.0,110.0,41.3,188.0,1,0,1.64,23.423557406305775
939,33,155.0,55.0,4.0,80.0,38.7,14.0,1,0,1.55,22.892819979188342
940,27,197.0,92.0,3.0,85.0,38.6,9.0,0,1,1.97,23.70584142853462
941,20,184.0,78.0,18.0,87.0,40.1,47.0,0,1,1.84,23.03875236294896
942,28,163.0,58.0,27.0,99.0,41.1,146.0,1,0,1.63,21.829952199932254
943,54,195.0,100.0,25.0,106.0,40.7,189.0,0,1,1.95,26.298487836949377
944,42,196.0,93.0,14.0,93.0,40.0,68.0,0,1,1.96,24.20866305705956
945,43,174.0,78.0,11.0,94.0,39.8,52.0,0,1,1.74,25.762980578676178
946,48,165.0,65.0,14.0,85.0,40.0,58.0,1,0,1.65,23.875114784205696
947,52,171.0,78.0,5.0,86.0,39.2,20.0,0,1,1.71,26.674874320303687
948,65,165.0,61.0,12.0,98.0,40.0,71.0,1,0,1.65,22.4058769513315
949,31,160.0,60.0,12.0,95.0,40.2,60.0,1,0,1.6,23.437499999999996
950,40,177.0,81.0,8.0,83.0,39.6,24.0,0,1,1.77,25.854639471416256
951,62,178.0,85.0,16.0,99.0,40.6,105.0,0,1,1.78,26.82742078020452
952,29,186.0,91.0,8.0,84.0,39.6,23.0,0,1,1.86,26.303618915481554
953,50,159.0,59.0,30.0,106.0,41.1,196.0,1,0,1.59,23.337684427040067
954,73,190.0,95.0,10.0,97.0,39.4,70.0,0,1,1.9,26.315789473684212
955,37,195.0,99.0,6.0,82.0,39.1,19.0,0,1,1.95,26.035502958579883
956,60,162.0,63.0,12.0,100.0,39.9,72.0,1,0,1.62,24.005486968449926
957,25,184.0,82.0,10.0,88.0,39.9,31.0,0,1,1.84,24.22022684310019
958,34,135.0,41.0,14.0,92.0,40.2,70.0,1,0,1.35,22.49657064471879
959,29,190.0,84.0,21.0,102.0,40.4,114.0,0,1,1.9,23.26869806094183
960,20,166.0,64.0,2.0,74.0,38.2,5.0,1,0,1.66,23.225431847873423
961,35,175.0,80.0,26.0,106.0,40.7,162.0,0,1,1.75,26.122448979591837
962,35,186.0,83.0,19.0,100.0,40.6,102.0,0,1,1.86,23.991212856977683
963,45,166.0,74.0,7.0,91.0,39.4,30.0,0,1,1.66,26.854405574103644
964,46,168.0,65.0,26.0,106.0,41.0,166.0,1,0,1.68,23.030045351473927
965,50,187.0,81.0,5.0,83.0,39.2,18.0,0,1,1.87,23.163373273470786
966,78,150.0,54.0,8.0,87.0,39.6,40.0,1,0,1.5,24.0
967,40,174.0,75.0,3.0,92.0,38.7,14.0,1,0,1.74,24.772096710265558
968,66,174.0,74.0,23.0,99.0,40.8,135.0,1,0,1.74,24.441802087462015
969,61,158.0,60.0,23.0,102.0,40.5,144.0,1,0,1.58,24.034609838166958
970,48,159.0,63.0,17.0,87.0,40.0,75.0,1,0,1.59,24.919900320398717
971,20,176.0,69.0,10.0,84.0,40.2,35.0,1,0,1.76,22.275309917355372
972,50,170.0,68.0,3.0,84.0,38.4,12.0,1,0,1.7,23.529411764705884
973,64,154.0,61.0,20.0,94.0,41.0,109.0,1,0,1.54,25.72103221453871
974,48,199.0,110.0,6.0,81.0,39.4,22.0,0,1,1.99,27.777076336456147
975,29,187.0,91.0,24.0,103.0,40.6,137.0,0,1,1.87,26.023048986244955
976,47,162.0,58.0,17.0,95.0,40.4,90.0,1,0,1.62,22.10028959000152
977,20,166.0,60.0,15.0,98.0,40.3,77.0,1,0,1.66,21.773842357381334
978,32,180.0,86.0,23.0,106.0,40.6,143.0,0,1,1.8,26.54320987654321
979,59,182.0,84.0,17.0,92.0,40.3,82.0,1,0,1.82,25.359256128486894
980,20,172.0,60.0,20.0,102.0,40.7,111.0,1,0,1.72,20.281233098972418
981,64,209.0,112.0,18.0,100.0,40.4,133.0,0,1,2.09,25.640438634646646
982,31,191.0,98.0,4.0,85.0,38.7,13.0,0,1,1.91,26.863298703434666
983,30,171.0,68.0,7.0,91.0,39.6,31.0,1,0,1.71,23.25501863821347
984,72,166.0,66.0,19.0,102.0,40.2,121.0,1,0,1.66,23.95122659311947
985,45,159.0,62.0,8.0,94.0,39.6,41.0,1,0,1.59,24.524346347059055
986,29,169.0,72.0,20.0,101.0,40.0,100.0,0,1,1.69,25.209201358495854
987,37,170.0,64.0,20.0,105.0,40.3,122.0,1,0,1.7,22.145328719723185
988,24,167.0,66.0,12.0,89.0,40.0,50.0,1,0,1.67,23.66524436157625
989,38,169.0,64.0,9.0,99.0,39.5,49.0,1,0,1.69,22.40817898532965
990,57,175.0,76.0,28.0,109.0,40.6,214.0,0,1,1.75,24.816326530612244
991,50,153.0,56.0,26.0,108.0,40.7,176.0,1,0,1.53,23.92242299970097
992,40,177.0,74.0,29.0,97.0,41.0,150.0,1,0,1.77,23.620287912158062
993,24,171.0,72.0,27.0,101.0,41.0,145.0,1,0,1.71,24.622960911049557
994,47,192.0,93.0,13.0,95.0,40.3,71.0,0,1,1.92,25.227864583333336
995,50,185.0,83.0,13.0,97.0,40.3,74.0,0,1,1.85,24.251278305332356
996,46,151.0,52.0,25.0,113.0,40.5,183.0,1,0,1.51,22.806017279943863
997,38,185.0,91.0,5.0,82.0,39.2,15.0,0,1,1.85,26.588750913075234
998,30,189.0,95.0,21.0,103.0,40.8,123.0,0,1,1.89,26.595000139973685
999,42,162.0,66.0,21.0,96.0,40.4,110.0,1,0,1.62,25.14860539551897
1000,56,167.0,70.0,19.0,103.0,40.7,117.0,1,0,1.67,25.099501595611173
1001,39,155.0,54.0,26.0,105.0,41.1,164.0,1,0,1.55,22.476586888657646
1002,64,195.0,99.0,13.0,87.0,40.3,67.0,0,1,1.95,26.035502958579883
1003,35,178.0,79.0,3.0,82.0,38.7,8.0,0,1,1.78,24.933720489837143
1004,73,200.0,106.0,12.0,89.0,40.0,73.0,0,1,2.0,26.5
1005,26,180.0,88.0,4.0,91.0,38.8,15.0,0,1,1.8,27.160493827160494
1006,40,154.0,59.0,14.0,90.0,40.3,65.0,1,0,1.54,24.87771968291449
1007,63,171.0,73.0,8.0,88.0,40.2,37.0,1,0,1.71,24.96494647925858
1008,40,169.0,70.0,22.0,101.0,40.5,121.0,0,1,1.69,24.508945765204302
1009,33,151.0,51.0,16.0,88.0,40.3,71.0,1,0,1.51,22.367440024560327
1010,64,175.0,67.0,19.0,101.0,40.6,117.0,1,0,1.75,21.877551020408163
1011,21,179.0,72.0,7.0,82.0,39.4,23.0,1,0,1.79,22.47120876377142
1012,41,183.0,85.0,29.0,100.0,41.0,166.0,0,1,1.83,25.381468541909282
1013,58,191.0,99.0,16.0,94.0,40.2,95.0,0,1,1.91,27.137413996326856
1014,21,171.0,62.0,1.0,76.0,37.7,3.0,1,0,1.71,21.20310522895934
1015,28,187.0,88.0,22.0,109.0,40.4,143.0,0,1,1.87,25.165146272412706
1016,28,173.0,71.0,1.0,83.0,37.7,4.0,1,0,1.73,23.722810651876106
1017,44,177.0,83.0,28.0,110.0,41.2,205.0,0,1,1.77,26.493025631204315
1018,20,170.0,67.0,17.0,93.0,40.3,76.0,1,0,1.7,23.18339100346021
1019,59,177.0,81.0,9.0,87.0,39.6,41.0,0,1,1.77,25.854639471416256
1020,22,189.0,86.0,14.0,105.0,40.0,78.0,0,1,1.89,24.075473810923548
1021,35,194.0,95.0,2.0,79.0,38.6,5.0,0,1,1.94,25.241789775746625
1022,24,177.0,81.0,9.0,85.0,39.8,23.0,0,1,1.77,25.854639471416256
1023,60,199.0,107.0,26.0,112.0,40.6,232.0,0,1,1.99,27.019519709098255
1024,55,192.0,91.0,16.0,98.0,40.3,100.0,0,1,1.92,24.68532986111111
1025,39,179.0,74.0,16.0,98.0,40.4,84.0,1,0,1.79,23.095409007209515
1026,45,196.0,94.0,10.0,91.0,39.9,48.0,0,1,1.96,24.46897126197418
1027,59,178.0,86.0,22.0,99.0,40.3,142.0,0,1,1.78,27.143037495265748
1028,38,166.0,63.0,2.0,85.0,38.3,8.0,1,0,1.66,22.8625344752504
1029,20,182.0,80.0,3.0,85.0,39.0,7.0,0,1,1.82,24.151672503320853
1030,37,183.0,88.0,24.0,104.0,40.4,149.0,0,1,1.83,26.27728507868255
1031,37,170.0,71.0,21.0,96.0,40.5,106.0,1,0,1.7,24.56747404844291
1032,38,194.0,101.0,14.0,90.0,39.8,62.0,0,1,1.94,26.83600807737273
1033,33,153.0,52.0,18.0,93.0,40.1,89.0,1,0,1.53,22.21367849972233
1034,60,151.0,58.0,27.0,105.0,40.9,179.0,1,0,1.51,25.437480812245077
1035,62,182.0,76.0,10.0,82.0,39.6,39.0,1,0,1.82,22.944088878154812
1036,64,183.0,89.0,26.0,107.0,40.9,207.0,0,1,1.83,26.575890590940304
1037,26,188.0,81.0,3.0,82.0,38.5,7.0,0,1,1.88,22.917609778180175
1038,62,190.0,95.0,11.0,93.0,40.1,65.0,0,1,1.9,26.315789473684212
1039,56,159.0,60.0,5.0,91.0,38.7,25.0,1,0,1.59,23.73323840037973
1040,53,164.0,65.0,13.0,98.0,40.3,73.0,1,0,1.64,24.167162403331353
1041,25,205.0,110.0,22.0,96.0,40.8,108.0,0,1,2.05,26.17489589530042
1042,60,166.0,69.0,28.0,102.0,40.7,185.0,0,1,1.66,25.039918710988534
1043,25,204.0,107.0,21.0,98.0,40.2,108.0,0,1,2.04,25.71126489811611
1044,37,174.0,75.0,19.0,106.0,40.4,115.0,1,0,1.74,24.772096710265558
1045,22,174.0,67.0,6.0,98.0,39.3,30.0,1,0,1.74,22.12973972783723
1046,46,159.0,59.0,28.0,109.0,41.0,190.0,1,0,1.59,23.337684427040067
1047,24,186.0,90.0,13.0,97.0,39.7,59.0,0,1,1.86,26.014568158168572
1048,31,177.0,72.0,10.0,93.0,39.4,46.0,1,0,1.77,22.981901752370007
1049,31,198.0,99.0,28.0,107.0,40.9,185.0,0,1,1.98,25.252525252525253
1050,21,160.0,68.0,6.0,90.0,39.4,17.0,0,1,1.6,26.562499999999996
1051,44,171.0,80.0,26.0,112.0,40.8,197.0,0,1,1.71,27.358845456721728
1052,32,162.0,65.0,16.0,94.0,40.1,78.0,1,0,1.62,24.76756591982929
1053,20,156.0,51.0,20.0,88.0,40.5,84.0,1,0,1.56,20.956607495069033
1054,31,133.0,45.0,3.0,84.0,38.0,12.0,1,0,1.33,25.43953869636497
1055,26,173.0,68.0,25.0,98.0,40.6,128.0,1,0,1.73,22.720438370810918
1056,22,152.0,55.0,22.0,98.0,40.5,115.0,1,0,1.52,23.80540166204986
1057,30,178.0,84.0,8.0,80.0,39.5,17.0,0,1,1.78,26.511804065143288
1058,60,170.0,68.0,25.0,102.0,41.3,154.0,1,0,1.7,23.529411764705884
1059,24,188.0,90.0,19.0,103.0,40.3,104.0,0,1,1.88,25.46401086464464
1060,73,169.0,72.0,15.0,92.0,40.2,87.0,0,1,1.69,25.209201358495854
1061,34,192.0,99.0,27.0,113.0,40.7,206.0,0,1,1.92,26.85546875
1062,34,162.0,62.0,8.0,98.0,39.7,43.0,1,0,1.62,23.624447492760247
1063,58,164.0,62.0,12.0,93.0,39.7,63.0,1,0,1.64,23.051754907792983
1064,35,178.0,82.0,23.0,104.0,40.6,137.0,0,1,1.78,25.88057063502083
1065,20,161.0,55.0,8.0,86.0,39.5,31.0,1,0,1.61,21.218317194552675
1066,39,155.0,56.0,6.0,81.0,39.1,22.0,1,0,1.55,23.309053069719038
1067,23,148.0,48.0,13.0,77.0,40.2,40.0,1,0,1.48,21.91380569758948
1068,75,171.0,68.0,22.0,94.0,40.8,122.0,1,0,1.71,23.25501863821347
1069,27,163.0,67.0,22.0,93.0,40.3,102.0,1,0,1.63,25.21735857578381
1070,79,200.0,108.0,26.0,97.0,40.9,198.0,0,1,2.0,27.0
1071,27,166.0,66.0,28.0,109.0,40.7,178.0,1,0,1.66,23.95122659311947
1072,27,160.0,55.0,19.0,102.0,40.5,109.0,1,0,1.6,21.484374999999996
1073,40,185.0,87.0,25.0,102.0,40.7,150.0,0,1,1.85,25.420014609203797
1074,25,187.0,80.0,21.0,106.0,40.5,121.0,0,1,1.87,22.877405702193368
1075,68,174.0,78.0,5.0,88.0,39.2,25.0,0,1,1.74,25.762980578676178
1076,44,169.0,77.0,16.0,91.0,40.2,69.0,0,1,1.69,26.959840341724732
1077,30,168.0,61.0,28.0,105.0,41.4,169.0,1,0,1.68,21.612811791383223
1078,49,182.0,85.0,9.0,87.0,39.5,37.0,0,1,1.82,25.661152034778407
1079,76,179.0,85.0,16.0,98.0,40.3,114.0,0,1,1.79,26.528510346119035
1080,70,178.0,80.0,14.0,83.0,40.2,62.0,0,1,1.78,25.24933720489837
1081,44,154.0,52.0,16.0,102.0,40.3,97.0,1,0,1.54,21.926125822229718
1082,21,139.0,43.0,17.0,98.0,40.2,91.0,1,0,1.39,22.255576833497233
1083,36,161.0,56.0,17.0,91.0,40.4,80.0,1,0,1.61,21.60410477990818
1084,55,193.0,98.0,24.0,112.0,40.8,204.0,0,1,1.93,26.309431125667803
1085,40,147.0,50.0,23.0,107.0,40.8,151.0,1,0,1.47,23.138507103521682
1086,45,179.0,80.0,5.0,88.0,39.5,20.0,0,1,1.79,24.968009737523797
1087,64,155.0,60.0,21.0,102.0,40.6,133.0,1,0,1.55,24.97398543184183
1088,52,176.0,70.0,14.0,89.0,40.4,64.0,1,0,1.76,22.59814049586777
1089,20,172.0,72.0,9.0,88.0,39.8,24.0,0,1,1.72,24.337479718766904
1090,76,183.0,85.0,11.0,87.0,40.0,60.0,0,1,1.83,25.381468541909282
1091,22,157.0,59.0,27.0,113.0,40.9,183.0,1,0,1.57,23.93606231490121
1092,75,187.0,92.0,7.0,86.0,39.5,38.0,0,1,1.87,26.309016557522373
1093,31,162.0,63.0,22.0,100.0,40.9,121.0,1,0,1.62,24.005486968449926
1094,20,151.0,51.0,27.0,101.0,41.1,150.0,1,0,1.51,22.367440024560327
1095,22,171.0,63.0,14.0,101.0,40.3,76.0,1,0,1.71,21.545090797168363
1096,27,166.0,66.0,27.0,106.0,40.5,163.0,1,0,1.66,23.95122659311947
1097,67,160.0,66.0,9.0,92.0,40.1,48.0,0,1,1.6,25.781249999999996
1098,29,154.0,55.0,5.0,85.0,38.8,20.0,1,0,1.54,23.19109461966605
1099,45,194.0,97.0,6.0,91.0,39.6,29.0,0,1,1.94,25.77319587628866
1100,30,182.0,84.0,8.0,85.0,39.7,23.0,0,1,1.82,25.359256128486894
1101,50,174.0,68.0,11.0,95.0,40.1,58.0,1,0,1.74,22.460034350640772
1102,55,157.0,57.0,24.0,105.0,40.5,157.0,1,0,1.57,23.124670372023203
1103,21,181.0,79.0,19.0,103.0,40.4,97.0,0,1,1.81,24.114038033027075
1104,43,149.0,51.0,4.0,95.0,38.7,21.0,1,0,1.49,22.97193820098194
1105,59,159.0,65.0,29.0,105.0,40.9,188.0,1,0,1.59,25.71100826707804
1106,32,182.0,83.0,17.0,108.0,40.4,110.0,0,1,1.82,25.057360222195385
1107,76,193.0,104.0,16.0,90.0,40.4,101.0,0,1,1.93,27.92021262315767
1108,29,176.0,73.0,3.0,80.0,38.8,6.0,0,1,1.76,23.56663223140496
1109,48,182.0,72.0,5.0,82.0,39.2,19.0,1,0,1.82,21.736505252988767
1110,44,165.0,70.0,5.0,97.0,39.2,25.0,0,1,1.65,25.71166207529844
1111,76,189.0,99.0,18.0,93.0,40.0,120.0,0,1,1.89,27.714789619551524
1112,23,166.0,65.0,29.0,108.0,41.5,179.0,1,0,1.66,23.588329220496444
1113,60,171.0,71.0,20.0,96.0,40.7,115.0,0,1,1.71,24.280975342840534
1114,39,189.0,93.0,20.0,100.0,40.4,116.0,0,1,1.89,26.035105400184765
1115,56,176.0,70.0,8.0,86.0,39.5,35.0,1,0,1.76,22.59814049586777
1116,24,183.0,82.0,14.0,88.0,40.3,42.0,0,1,1.83,24.48565200513601
1117,31,189.0,88.0,12.0,98.0,40.1,60.0,0,1,1.89,24.635368550712467
1118,49,156.0,55.0,11.0,96.0,39.8,60.0,1,0,1.56,22.600262984878366
1119,22,185.0,80.0,27.0,112.0,40.7,176.0,0,1,1.85,23.37472607742878
1120,48,177.0,85.0,1.0,80.0,38.1,3.0,0,1,1.77,27.13141179099237
1121,23,173.0,78.0,3.0,88.0,38.7,9.0,0,1,1.73,26.061679307694877
1122,60,169.0,70.0,2.0,84.0,38.0,8.0,0,1,1.69,24.508945765204302
1123,28,161.0,64.0,7.0,88.0,39.3,29.0,1,0,1.61,24.690405462752206
1124,38,162.0,68.0,2.0,81.0,38.6,7.0,1,0,1.62,25.910684346898332
1125,45,196.0,102.0,27.0,110.0,41.0,210.0,0,1,1.96,26.55143690129113
1126,35,162.0,63.0,3.0,86.0,38.5,12.0,1,0,1.62,24.005486968449926
1127,56,199.0,101.0,5.0,84.0,39.0,22.0,0,1,1.99,25.504406454382465
1128,27,159.0,57.0,17.0,95.0,40.3,85.0,1,0,1.59,22.54657648036074
1129,55,179.0,81.0,21.0,105.0,40.7,148.0,0,1,1.79,25.280109859242845
1130,34,170.0,68.0,25.0,100.0,40.9,137.0,1,0,1.7,23.529411764705884
1131,27,154.0,53.0,2.0,79.0,38.5,7.0,1,0,1.54,22.34778208804183
1132,42,196.0,101.0,17.0,87.0,40.1,71.0,0,1,1.96,26.29112869637651
1133,36,188.0,88.0,14.0,91.0,40.1,59.0,0,1,1.88,24.898143956541425
1134,30,169.0,63.0,5.0,83.0,38.8,18.0,1,0,1.69,22.058051188683873
1135,31,151.0,52.0,5.0,79.0,39.1,17.0,1,0,1.51,22.806017279943863
1136,38,182.0,81.0,19.0,99.0,40.1,101.0,0,1,1.82,24.453568409612362
1137,35,163.0,66.0,29.0,112.0,40.9,198.0,0,1,1.63,24.840980089578082
1138,59,157.0,61.0,7.0,90.0,39.4,35.0,1,0,1.57,24.747454257779218
1139,42,186.0,83.0,11.0,94.0,40.1,53.0,0,1,1.86,23.991212856977683
1140,76,189.0,91.0,22.0,103.0,40.8,176.0,0,1,1.89,25.475210660395845
1141,74,192.0,92.0,20.0,101.0,40.8,152.0,0,1,1.92,24.95659722222222
1142,74,179.0,90.0,3.0,82.0,38.8,14.0,0,1,1.79,28.089010954714272
1143,24,166.0,63.0,13.0,99.0,39.9,56.0,0,1,1.66,22.8625344752504
1144,28,181.0,81.0,16.0,96.0,40.2,71.0,0,1,1.81,24.724520008546747
1145,78,179.0,84.0,30.0,110.0,40.8,270.0,0,1,1.79,26.216410224399986
1146,36,199.0,98.0,12.0,94.0,40.0,58.0,0,1,1.99,24.74684982702457
1147,61,163.0,64.0,10.0,95.0,39.6,55.0,1,0,1.63,24.088223117166624
1148,28,194.0,91.0,10.0,106.0,40.1,61.0,0,1,1.94,24.178977574662557
1149,60,183.0,85.0,8.0,84.0,39.6,34.0,0,1,1.83,25.381468541909282
1150,43,191.0,91.0,10.0,93.0,39.8,49.0,0,1,1.91,24.94449165318933
1151,26,199.0,99.0,17.0,105.0,39.9,103.0,0,1,1.99,24.999368702810536
1152,32,173.0,68.0,9.0,87.0,39.5,36.0,1,0,1.73,22.720438370810918
1153,22,195.0,91.0,6.0,81.0,39.4,12.0,0,1,1.95,23.931623931623932
1154,38,169.0,67.0,3.0,85.0,38.5,12.0,1,0,1.69,23.458562375266975
1155,42,184.0,86.0,14.0,92.0,39.9,64.0,0,1,1.84,25.401701323251416
1156,32,198.0,100.0,29.0,105.0,40.8,185.0,0,1,1.98,25.507601265177023
1157,26,175.0,74.0,22.0,97.0,40.8,95.0,0,1,1.75,24.163265306122447
1158,40,155.0,54.0,19.0,98.0,40.5,106.0,1,0,1.55,22.476586888657646
1159,52,197.0,100.0,20.0,98.0,40.8,126.0,0,1,1.97,25.76721894405937
1160,39,183.0,83.0,20.0,91.0,40.2,85.0,0,1,1.83,24.78425751739377
1161,28,176.0,78.0,27.0,112.0,40.3,176.0,1,0,1.76,25.180785123966942
1162,43,168.0,61.0,8.0,89.0,39.7,36.0,1,0,1.68,21.612811791383223
1163,21,194.0,88.0,27.0,104.0,40.8,147.0,0,1,1.94,23.381868423849507
1164,41,182.0,83.0,16.0,94.0,40.2,76.0,0,1,1.82,25.057360222195385
1165,62,165.0,69.0,18.0,97.0,40.7,102.0,1,0,1.65,25.344352617079892
1166,27,203.0,109.0,8.0,88.0,39.8,30.0,0,1,2.03,26.450532650634578
1167,54,172.0,69.0,10.0,87.0,39.3,44.0,1,0,1.72,23.323418063818284
1168,73,192.0,92.0,11.0,87.0,40.0,60.0,0,1,1.92,24.95659722222222
1169,28,191.0,93.0,17.0,98.0,40.2,84.0,0,1,1.91,25.492722238973712
1170,32,175.0,73.0,29.0,114.0,41.2,207.0,0,1,1.75,23.836734693877553
1171,63,150.0,54.0,15.0,99.0,40.0,91.0,1,0,1.5,24.0
1172,72,162.0,61.0,13.0,94.0,40.0,73.0,1,0,1.62,23.243408017070564
1173,38,172.0,65.0,11.0,93.0,39.6,53.0,1,0,1.72,21.971335857220122
1174,34,196.0,98.0,14.0,88.0,40.4,54.0,0,1,1.96,25.510204081632654
1175,29,182.0,84.0,10.0,99.0,39.8,50.0,0,1,1.82,25.359256128486894
1176,39,176.0,76.0,23.0,109.0,40.7,156.0,0,1,1.76,24.535123966942148
1177,33,190.0,93.0,20.0,99.0,40.4,107.0,0,1,1.9,25.761772853185597
1178,59,171.0,71.0,5.0,94.0,39.2,26.0,1,0,1.71,24.280975342840534
1179,44,192.0,101.0,23.0,106.0,40.5,164.0,0,1,1.92,27.39800347222222
1180,67,156.0,56.0,5.0,85.0,39.0,23.0,1,0,1.56,23.011176857330703
1181,26,196.0,101.0,15.0,92.0,40.2,62.0,0,1,1.96,26.29112869637651
1182,60,157.0,61.0,12.0,93.0,40.1,63.0,1,0,1.57,24.747454257779218
1183,40,165.0,61.0,16.0,100.0,39.7,91.0,1,0,1.65,22.4058769513315
1184,46,174.0,72.0,11.0,92.0,39.7,53.0,1,0,1.74,23.781212841854934
1185,49,174.0,69.0,22.0,103.0,40.5,133.0,1,0,1.74,22.79032897344431
1186,66,153.0,55.0,13.0,90.0,40.0,67.0,1,0,1.53,23.49523687470631
1187,62,209.0,110.0,8.0,87.0,39.4,43.0,0,1,2.09,25.18257365902796
1188,24,192.0,86.0,27.0,106.0,40.5,157.0,0,1,1.92,23.328993055555557
1189,45,189.0,89.0,3.0,91.0,38.3,14.0,0,1,1.89,24.915315920606925
1190,20,180.0,79.0,10.0,94.0,39.9,37.0,0,1,1.8,24.382716049382715
1191,27,160.0,55.0,23.0,105.0,40.6,140.0,1,0,1.6,21.484374999999996
1192,68,163.0,57.0,13.0,95.0,40.2,74.0,1,0,1.63,21.453573713726524
1193,24,149.0,46.0,27.0,112.0,40.8,186.0,1,0,1.49,20.7197873969641
1194,43,191.0,97.0,26.0,119.0,40.8,233.0,0,1,1.91,26.589183410542475
1195,44,166.0,64.0,25.0,101.0,40.8,145.0,1,0,1.66,23.225431847873423
1196,65,176.0,75.0,28.0,111.0,40.6,199.0,1,0,1.76,24.212293388429753
1197,45,154.0,60.0,10.0,92.0,39.7,49.0,1,0,1.54,25.2993759487266
1198,68,158.0,60.0,1.0,84.0,37.5,4.0,1,0,1.58,24.034609838166958
1199,20,183.0,83.0,25.0,104.0,41.0,132.0,0,1,1.83,24.78425751739377
1200,35,206.0,109.0,8.0,91.0,39.6,37.0,0,1,2.06,25.68573852389481
1201,28,183.0,88.0,6.0,78.0,39.4,11.0,0,1,1.83,26.27728507868255
1202,41,173.0,69.0,28.0,108.0,41.0,180.0,1,0,1.73,23.054562464499313
1203,74,186.0,93.0,11.0,95.0,39.7,74.0,0,1,1.86,26.881720430107524
1204,22,180.0,77.0,5.0,78.0,39.0,14.0,1,0,1.8,23.76543209876543
1205,44,155.0,57.0,5.0,89.0,39.2,23.0,1,0,1.55,23.725286160249738
1206,34,175.0,71.0,21.0,95.0,40.6,91.0,0,1,1.75,23.183673469387756
1207,27,187.0,89.0,11.0,94.0,40.0,47.0,0,1,1.87,25.45111384369012
1208,22,173.0,67.0,17.0,95.0,40.6,81.0,1,0,1.73,22.386314277122523
1209,45,176.0,76.0,14.0,100.0,40.4,78.0,1,0,1.76,24.535123966942148
1210,20,175.0,69.0,22.0,98.0,40.5,110.0,1,0,1.75,22.53061224489796
1211,59,179.0,85.0,7.0,85.0,39.3,30.0,0,1,1.79,26.528510346119035
1212,72,167.0,68.0,24.0,103.0,41.0,175.0,0,1,1.67,24.38237297859371
1213,29,138.0,45.0,28.0,105.0,40.6,175.0,1,0,1.38,23.629489603024577
1214,67,168.0,64.0,6.0,93.0,39.3,32.0,1,0,1.68,22.67573696145125
1215,39,194.0,95.0,14.0,98.0,40.3,78.0,0,1,1.94,25.241789775746625
1216,68,185.0,85.0,26.0,102.0,40.5,190.0,0,1,1.85,24.835646457268076
1217,20,167.0,66.0,25.0,117.0,40.8,177.0,1,0,1.67,23.66524436157625
1218,36,172.0,70.0,7.0,87.0,39.3,22.0,0,1,1.72,23.661438615467823
1219,32,177.0,83.0,30.0,105.0,41.1,180.0,0,1,1.77,26.493025631204315
1220,26,164.0,62.0,29.0,99.0,41.1,154.0,1,0,1.64,23.051754907792983
1221,43,176.0,75.0,6.0,81.0,39.2,21.0,1,0,1.76,24.212293388429753
1222,35,174.0,75.0,9.0,101.0,39.9,48.0,0,1,1.74,24.772096710265558
1223,34,195.0,95.0,21.0,101.0,40.5,121.0,0,1,1.95,24.983563445101908
1224,24,171.0,63.0,17.0,95.0,40.9,82.0,1,0,1.71,21.545090797168363
1225,21,162.0,67.0,12.0,94.0,40.1,42.0,0,1,1.62,25.529644871208653
1226,44,174.0,75.0,26.0,94.0,40.5,128.0,1,0,1.74,24.772096710265558
1227,64,198.0,103.0,28.0,108.0,40.9,236.0,0,1,1.98,26.272829303132333
1228,58,163.0,60.0,29.0,103.0,41.1,184.0,1,0,1.63,22.582709172343712
1229,41,200.0,98.0,2.0,82.0,38.1,7.0,0,1,2.0,24.5
1230,22,177.0,71.0,15.0,98.0,40.4,75.0,1,0,1.77,22.66270867247598
1231,28,163.0,61.0,9.0,92.0,39.7,42.0,1,0,1.63,22.95908765854944
1232,24,183.0,83.0,26.0,109.0,40.6,162.0,0,1,1.83,24.78425751739377
